,h_mol,b_mol,ligand,reagent,solvent,rxn_yield
1643,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC([O-])=O,[OH-].[Na+],THF,40.0786505833032
1644,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Na+].OC([O-])=O,THF,35.0997785045198
1645,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,c3c(P(c1ccccc1)c2ccccc2)cccc3,[Na+].OC([O-])=O,THF,96.1622793545416
1646,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C,[Na+].OC([O-])=O,THF,22.1938305525881
1647,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,C1(CCCCC1)P(C2CCCCC2)C3CCCCC3,[Na+].OC([O-])=O,THF,95.2866788864685
1648,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[Na+].OC([O-])=O,THF,16.7158994806734
1649,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,[Na+].OC([O-])=O,THF,30.066263849003
1650,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[Na+].OC([O-])=O,THF,76.3741942586495
1651,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.[Fe],[Na+].OC([O-])=O,THF,58.0136687307058
1652,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[Na+].OC([O-])=O,THF,80.9606671312747
1653,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.[Fe+2],[Na+].OC([O-])=O,THF,14.138821291907
1654,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,O6c1c(cccc1P(c2ccccc2)c3ccccc3)C(c7cccc(P(c4ccccc4)c5ccccc5)c67)(C)C,[Na+].OC([O-])=O,THF,16.7673024035108
1655,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC([O-])=O,[Na+].OC([O-])=O,THF,29.3963782371383
1656,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[F-].[Cs+],THF,17.4831506250365
1657,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,c3c(P(c1ccccc1)c2ccccc2)cccc3,[F-].[Cs+],THF,85.8228318573989
1658,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C,[F-].[Cs+],THF,19.1108904724288
1659,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,C1(CCCCC1)P(C2CCCCC2)C3CCCCC3,[F-].[Cs+],THF,94.9963250182257
1660,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[F-].[Cs+],THF,22.6507182232499
1661,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,[F-].[Cs+],THF,37.6866323582564
1662,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[F-].[Cs+],THF,53.2291394750904
1663,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.[Fe],[F-].[Cs+],THF,51.1293642445377
1664,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[F-].[Cs+],THF,70.5068421279761
1665,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.[Fe+2],[F-].[Cs+],THF,69.0917820500898
1666,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,O6c1c(cccc1P(c2ccccc2)c3ccccc3)C(c7cccc(P(c4ccccc4)c5ccccc5)c67)(C)C,[F-].[Cs+],THF,12.0576195929311
1667,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC([O-])=O,[F-].[Cs+],THF,21.1102760439389
1668,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,THF,21.4424225089512
1669,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,c3c(P(c1ccccc1)c2ccccc2)cccc3,[K+].[K+].[K+].[O-]P([O-])([O-])=O,THF,83.612594167887
1670,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,THF,29.8566209569868
1671,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,C1(CCCCC1)P(C2CCCCC2)C3CCCCC3,[K+].[K+].[K+].[O-]P([O-])([O-])=O,THF,77.5912804233638
1672,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,THF,20.3524328828996
1673,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,[K+].[K+].[K+].[O-]P([O-])([O-])=O,THF,31.6934060437886
1674,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[K+].[K+].[K+].[O-]P([O-])([O-])=O,THF,55.0741782679718
1675,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.[Fe],[K+].[K+].[K+].[O-]P([O-])([O-])=O,THF,54.9521596332503
1676,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[K+].[K+].[K+].[O-]P([O-])([O-])=O,THF,65.7963337255518
1677,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.[Fe+2],[K+].[K+].[K+].[O-]P([O-])([O-])=O,THF,12.5364994109969
1678,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,O6c1c(cccc1P(c2ccccc2)c3ccccc3)C(c7cccc(P(c4ccccc4)c5ccccc5)c67)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,THF,10.9748204883925
1679,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC([O-])=O,[K+].[K+].[K+].[O-]P([O-])([O-])=O,THF,29.2598147809964
1680,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[K+].[OH-],THF,37.3100853235787
1681,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,c3c(P(c1ccccc1)c2ccccc2)cccc3,[K+].[OH-],THF,90.7496609075897
1682,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C,[K+].[OH-],THF,23.7712415718316
1683,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,C1(CCCCC1)P(C2CCCCC2)C3CCCCC3,[K+].[OH-],THF,75.0155939023614
1684,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[K+].[OH-],THF,33.9210947845839
1685,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,[K+].[OH-],THF,23.2214655862868
1686,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[K+].[OH-],THF,82.3075352644986
1687,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.[Fe],[K+].[OH-],THF,64.353004166667
1688,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[K+].[OH-],THF,84.3449496355327
1689,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.[Fe+2],[K+].[OH-],THF,9.25174730363101
1690,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,O6c1c(cccc1P(c2ccccc2)c3ccccc3)C(c7cccc(P(c4ccccc4)c5ccccc5)c67)(C)C,[K+].[OH-],THF,43.2963546934232
1691,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC([O-])=O,[K+].[OH-],THF,46.9105641321907
1692,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Li+].[O-]C(C)(C)C,THF,38.8824045021113
1693,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,c3c(P(c1ccccc1)c2ccccc2)cccc3,[Li+].[O-]C(C)(C)C,THF,94.449621217418
1694,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C,[Li+].[O-]C(C)(C)C,THF,20.5132302231248
1695,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,C1(CCCCC1)P(C2CCCCC2)C3CCCCC3,[Li+].[O-]C(C)(C)C,THF,79.1043411958871
1696,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[Li+].[O-]C(C)(C)C,THF,30.2905859938007
1697,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,[Li+].[O-]C(C)(C)C,THF,18.5495815258272
1698,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[Li+].[O-]C(C)(C)C,THF,94.2656985182625
1699,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.[Fe],[Li+].[O-]C(C)(C)C,THF,57.3866884073415
1700,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[Li+].[O-]C(C)(C)C,THF,93.606893609443
1701,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.[Fe+2],[Li+].[O-]C(C)(C)C,THF,33.5312057497017
1702,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,O6c1c(cccc1P(c2ccccc2)c3ccccc3)C(c7cccc(P(c4ccccc4)c5ccccc5)c67)(C)C,[Li+].[O-]C(C)(C)C,THF,48.9053938479338
1703,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC([O-])=O,[Li+].[O-]C(C)(C)C,THF,46.5915446149973
1704,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C(C)(C)C,CCN(CC)CC,THF,37.7963795153632
1705,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,c3c(P(c1ccccc1)c2ccccc2)cccc3,CCN(CC)CC,THF,96.0192350813869
1706,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C,CCN(CC)CC,THF,15.0531754577844
1707,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,C1(CCCCC1)P(C2CCCCC2)C3CCCCC3,CCN(CC)CC,THF,73.2668876390455
1708,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,CCN(CC)CC,THF,35.3231416019895
1709,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,CCN(CC)CC,THF,28.8593243155484
1710,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,CCN(CC)CC,THF,95.0609493152231
1711,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.[Fe],CCN(CC)CC,THF,57.2514742086903
1712,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,CCN(CC)CC,THF,91.6976801673678
1713,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.[Fe+2],CCN(CC)CC,THF,8.73547513596425
1714,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,O6c1c(cccc1P(c2ccccc2)c3ccccc3)C(c7cccc(P(c4ccccc4)c5ccccc5)c67)(C)C,CCN(CC)CC,THF,44.4177808130703
1715,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC([O-])=O,CCN(CC)CC,THF,43.2714310577919
1716,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C(C)(C)C,O,THF,39.9117372671661
1717,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,c3c(P(c1ccccc1)c2ccccc2)cccc3,O,THF,96.1461333003187
1718,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C,O,THF,25.9658318424576
1719,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,C1(CCCCC1)P(C2CCCCC2)C3CCCCC3,O,THF,94.3048446792551
1720,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,O,THF,25.4790723003758
1721,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,O,THF,26.3131455002272
1722,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,O,THF,82.2413526625027
1723,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.[Fe],O,THF,60.2014070631786
1724,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,O,THF,81.880979089443
1725,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.[Fe+2],O,THF,16.6049628933958
1726,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,O6c1c(cccc1P(c2ccccc2)c3ccccc3)C(c7cccc(P(c4ccccc4)c5ccccc5)c67)(C)C,O,THF,21.4581819379207
1727,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC([O-])=O,O,THF,34.1556744446873
1728,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[OH-].[Na+],DMF,52.8703389987893
1729,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,c3c(P(c1ccccc1)c2ccccc2)cccc3,[OH-].[Na+],DMF,71.4136881312888
1730,C1C2C(=NC=CC=2)C=CC=1OS(C(F)(F)F)(=O)=O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C,[OH-].[Na+],DMF,43.5355809991752
